original_index,0,1,2,3,4,5,6,7
18,1.04581419253096e-308,1.0,1.107597442737033e-308,1.5346471936485945e-308,1.3609884405252124e-308,1.1649503422444605e-308,2.1871757696913416e-308,1.564779012301683e-308
19,0.07150603741340754,0.12769779126024783,0.04729009133826788,0.17874534933624098,0.06770573697266068,0.056274852754645735,0.09554088338571204,0.1048072338885287
20,0.03006390984371231,0.6566770957071896,0.031612055107281,0.0445206280944394,0.03779490749212577,0.03237463195729177,0.059052554617201596,0.04359156000844578
21,0.04815965615462473,0.021490092435426707,0.021066799628379755,0.02885408598004158,0.03903282598557112,0.5961172401601793,0.026138692561124107,0.030440361578467624
22,1.0,1.0059882693374393e-308,1.1686884014804635e-308,1.855297584088412e-308,3.128748263521471e-308,1.9177067535692493e-308,1.545878593418895e-308,1.3259717618777766e-308
24,0.05342853927258694,0.43845580361657926,0.054793845175275975,0.09477410801019683,0.06333573863884565,0.05232230934528194,0.11905971056199155,0.09127795316401925
25,0.3577842815635826,0.055139381043813294,0.06105855271078031,0.14590203898985243,0.1376533813527392,0.0811912760941361,0.08470874034334727,0.07656234790174878
26,0.03082578206841192,0.0252475836632005,0.7099430451366311,0.03525035480148296,0.05140351812387512,0.027178708546828568,0.049797088528058135,0.058721928417073826
27,1.1131294894549207e-308,9.956544480394604e-309,1.0,1.2954692500804877e-308,1.8210040255263647e-308,1.011095681373173e-308,1.8737330683395013e-308,2.3185902027190266e-308
29,0.05182269773429088,0.525558603289331,0.04907552866458524,0.08475924870071949,0.05930821525707379,0.054433245352339545,0.09344881114915823,0.0815936498525019
30,0.36190073254058397,0.05059967745565649,0.05211395407492198,0.13738673446794586,0.11901486257733793,0.06979828683110816,0.07649222183490345,0.06646049925855947
32,0.052143300462991544,0.1909981013209697,0.059616738121061816,0.07564041301988429,0.06650506292216894,0.05563326583566979,0.11272501646215274,0.10444377912217936
34,0.07682960220518532,0.03557649135206534,0.04556272931284048,0.05331664229345916,0.5755708024291113,0.04783256829375373,0.07310730049963014,0.047940346218789835
36,1.0,1.096218983950571e-308,1.2006672120081347e-308,2.2736427005702153e-308,2.397617184473537e-308,2.025218181446235e-308,1.480371183724015e-308,1.5020505876381786e-308
37,0.4965782917077645,0.045842862870173834,0.046128854519728944,0.11544965792885958,0.09339104585618212,0.07394896313934728,0.06328202449507901,0.06537829948286455
38,0.7822958521938758,0.02002521367415655,0.020545635495965053,0.04037873876309765,0.04696774911268616,0.03585247202949301,0.028112086763158493,0.025822251967567305
39,0.04917543685319017,0.06195542890140179,0.07601334037019436,0.0830555083779172,0.0784271683630067,0.03942276862446125,0.3551987272251164,0.09725293883357927
40,0.16098875897537696,0.04201911814911378,0.06096902464785307,0.09619317536399555,0.17496565254645102,0.06312188832960394,0.07682271540105187,0.06260621107120456
41,1.0355919662800255e-308,1.0,1.122388217588554e-308,1.575411895197879e-308,1.328507889646889e-308,1.1037859372938065e-308,2.3184112497916365e-308,1.601506748365174e-308
42,0.03893488355211258,0.40890440794108773,0.04029032786800899,0.05807579726286374,0.052629294856537674,0.043291497612525945,0.08566376133551921,0.05821271164257191
